tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude
91680,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,565 South Van Ness Ave,3.0,Sidewalk: Curb side : Cutout,DPW,2007-03-01,9.0,3x3,37.56242149646447,-122.84948364412975
29322,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,11.0,Median : Cutout,DPW,2005-10-14,3.0,3X3,37.91073846983608,-122.48469951664376
93223,Permitted Site,Prunus serrulata :: Ornamental Cherry,1509 Shrader St,1.0,Sidewalk: Curb side : Cutout,Private,2010-03-01,,3x3,37.124115396726275,-122.25996303694924
13864,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1000 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,1993-09-28,6.0,4x4,37.22754564404504,-122.96646750929445
252997,DPW Maintained,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,1201 Tennessee St,6.0,Sidewalk: Curb side : Cutout,Private,2017-07-10,3.0,,37.63968093744317,-122.01290684913623
36534,Permitted Site,Prunus cerasifera :: Cherry Plum,3746 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,1998-05-18,,,37.046277392358604,-122.90456065474561
29995,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,734 14th St,1.0,Sidewalk: Curb side : Cutout,DPW,2007-01-19,3.0,3x3,37.60033080542044,-122.31971158361223
66032,DPW Maintained,Pittosporum undulatum :: Victorian Box,743 Paris St,1.0,Sidewalk: Curb side : Cutout,Private,1990-07-24,7.0,,37.62945750241407,-122.80595014096872
113606,Section 143,Olea europaea :: Olive Tree,2900 18TH ST,4.0,Sidewalk: Curb side : Cutout,Private,2015-10-05,,3x3,37.321162408076525,-122.49907717626398
181036,DPW Maintained,Podocarpus gracilor :: Fern Pine,170 Rolph St,2.0,Sidewalk: Curb side : Yard,Private,2017-10-05,3.0,Width 4ft,37.26281737186912,-122.31369013553679
25200,DPW Maintained,Lophostemon confertus :: Brisbane Box,23 Franklin St,2.0,Sidewalk: Curb side : Cutout,DPW,1995-01-07,12.0,3X3,37.437270454210335,-122.26048568234472
19246,DPW Maintained,Pittosporum undulatum :: Victorian Box,717 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,2007-12-04,4.0,3X3,37.30381657107666,-122.19401781148474
69510,Permitted Site,Arbutus unedo :: Strawberry Tree,456 Nevada St,1.0,Sidewalk: Curb side : Cutout,Private,1994-05-24,,,37.80019227082117,-122.92288635091701
65199,Permitted Site,Ficus microcarpa :: Chinese Banyan,393 Madrid St,1.0,Sidewalk: Curb side : Cutout,Private,1989-07-29,,,37.458237031382026,-122.28974232878727
44444,DPW Maintained,Melaleuca quinquenervia :: Cajeput,287 South Hill Blvd,2.0,Sidewalk: Curb side : Cutout,Private,2001-03-23,9.0,,37.69795531515392,-122.69533060402611
45721,Permitted Site,Pyrus calleryana :: Ornamental Pear,235 02nd St,22.0,Sidewalk: Curb side : Cutout,Private,2001-10-05,,,37.23676903944497,-122.75953584510728
88649,Permitted Site,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,135 Fillmore St,,Sidewalk: Curb side : Cutout,Private,2016-05-17,3.0,3x3,37.98040728791146,-122.07895062279958
74565,DPW Maintained,Pyrus calleryana :: Ornamental Pear,2 Townsend St,13.0,Sidewalk: Curb side : Cutout,Private,1996-01-27,9.0,,37.67970703050265,-122.2692229333696
22709,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1420 Turk St,6.0,Sidewalk: Curb side : Cutout,Private,2001-03-08,6.0,3X3,37.7508227969378,-122.91713209503274
58970,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,225 03rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,1980-04-02,19.0,,37.96297169807384,-122.89276702591017
86127,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1674 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-01-18,3.0,3x3,37.88694470385306,-122.07873515413831
66694,Permitted Site,Lophostemon confertus :: Brisbane Box,281 TURK ST,1.0,Sidewalk: Curb side : Cutout,Private,1991-07-08,,,37.00157680140207,-122.32986846646533
12782,DPW Maintained,Pittosporum undulatum :: Victorian Box,1916 Lake St,1.0,Sidewalk: Curb side : Cutout,DPW,2011-02-23,30.0,3x3,37.77909192400813,-122.3182114011348
33858,Permitted Site,Olea europaea :: Olive Tree,23 Kronquist Ct,1.0,Sidewalk: Curb side : Cutout,Private,1997-02-12,,,37.15021130204832,-122.98822795030044
31769,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,1850 Ulloa St,3.0,Sidewalk: Curb side : Cutout,Private,1995-06-19,3.0,,37.8581947738016,-122.1858738761559
34041,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2450 17th St,2.0,Sidewalk: Curb side : Cutout,Private,2007-06-06,5.0,,37.89816492199487,-122.68399513793592
16286,DPW Maintained,Trachycarpus fortunei :: Windmill Palm,700X Monterey Blvd,3.0,Median : Cutout,DPW,2003-02-02,12.0,5,37.59421584269548,-122.77773644954114
103543,DPW Maintained,Lophostemon confertus :: Brisbane Box,1980X Polk St,5.0,Sidewalk: Curb side : Cutout,Private,2013-05-22,,3x3,37.259285051580086,-122.6030541378548
54625,Permitted Site,Pittosporum crassifolium :: Karo Tree,1477 05th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1992-12-04,,,37.604096011830265,-122.4117805684456
94828,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1307 05th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2010-11-10,,3x3,37.50012029335173,-122.35657005142357
41574,Permitted Site,Lophostemon confertus :: Brisbane Box,55 Grattan St,1.0,Sidewalk: Curb side : Cutout,Private,1979-04-17,,,37.338846419879,-122.12835166400617
5438,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,500X Dolores St,6.0,Sidewalk: Curb side : Cutout,Rec/Park,1992-02-19,20.0,6,37.34912479521049,-122.63436844645689
2665,DPW Maintained,Myoporum laetum :: Myoporum,2031 Bush St,1.0,Sidewalk: Curb side : Cutout,DPW,1991-01-01,12.0,3X3,37.83432961690282,-122.20280356258354
42579,Permitted Site,Prunus cerasifera :: Cherry Plum,161 San Leandro Way,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-26,,,37.522391005543966,-122.3030276689515
37391,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,95 Newton St,3.0,Sidewalk: Curb side : Cutout,Private,1998-06-15,,,37.03749526415023,-122.62864020567119
35556,Permitted Site,Jacaranda mimosifolia :: Jacaranda,121 Fair Oaks St,1.0,Sidewalk: Curb side : Cutout,Private,1998-03-23,,,37.254797049831474,-122.15865707757978
34065,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1960 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,1998-02-21,,,37.492959817100214,-122.8362967321574
46524,Permitted Site,Lophostemon confertus :: Brisbane Box,2355 Folsom St,12.0,Sidewalk: Curb side : Cutout,Private,2002-03-29,,,37.90187671150705,-122.69582945257007
39818,Permitted Site,Cordyline australis :: Dracena Palm,2101 46th Ave,2.0,Sidewalk: Curb side : Cutout,Private,1999-01-06,,,37.099697769451474,-122.4086536718898
13110,DPW Maintained,Ficus retusa nitida :: Banyan Fig,1599 Lombard St,2.0,Sidewalk: Curb side : Cutout,Private,1994-06-22,16.0,3x3,37.293830041129254,-122.0972996417974
30915,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,212 Granada Ave,1.0,Sidewalk: Curb side : Cutout,Private,1995-03-13,4.0,,37.147823544962264,-122.26255181819448
41729,Permitted Site,Rhamnus alaternus :: Italian Buckthorn,99X 14th St,3.0,Sidewalk: Curb side : Cutout,Private,2000-06-19,,,37.95714726542513,-122.4185544615793
36799,DPW Maintained,Quercus rubra :: Red Oak,1355 Donner Ave,1.0,Sidewalk: Curb side : Cutout,Private,1998-05-26,4.0,,37.47471388816756,-122.92593396891942
106923,Undocumented,Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',196 States St,1.0,Sidewalk: Property side : Yard,Private,2014-06-30,,,37.746168713292505,-122.2371282469903
12332,Permitted Site,Fraxinus oxycarpa 'Raywood' :: Raywood Ash,1105X Turk St,1.0,Sidewalk: Curb side : Cutout,Private,2005-12-15,3.0,3X3,37.12081504065976,-122.28517643536075
54993,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,681 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1972-09-12,4.0,,37.170664493971735,-122.5968930603805
69070,Permitted Site,Pittosporum crassifolium :: Karo Tree,1418 14th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1994-01-10,,,37.35750107987284,-122.00485660046539
36338,Permitted Site,Prunus serrulata :: Ornamental Cherry,47 Eastwood Dr,2.0,Sidewalk: Curb side : Cutout,Private,1998-05-14,,,37.89749439085304,-122.44133880763367
35854,Permitted Site,Prunus x yedoensis :: Yoshino Cherry,142 Russia Ave,4.0,Sidewalk: Curb side : Cutout,Private,1998-05-02,,,37.90545070356285,-122.22453253878295
93373,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2800 Turk Blvd,19.0,Sidewalk: Curb side : Cutout,DPW,2008-11-24,3.0,3x3,37.554853538708414,-122.60965355421928
39087,Permitted Site,Lophostemon confertus :: Brisbane Box,3140 21st St,2.0,Sidewalk: Curb side : Cutout,Private,1998-11-18,,,37.72670351326832,-122.60520457852624
12788,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1933 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,2006-03-23,6.0,3X3,37.85096084371616,-122.69499480845683
45603,DPW Maintained,Ficus retusa nitida :: Banyan Fig,1100 Fillmore St,4.0,Sidewalk: Curb side : Cutout,Private,2001-08-06,14.0,,37.40276147949169,-122.65447853607267
5221,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1009X Divisadero St,1.0,Sidewalk: Curb side : Cutout,Private,2005-02-15,5.0,3X3,37.4439682135098,-122.0587644884369
48670,Permitted Site,Magnolia grandiflora :: Southern Magnolia,30 Wilder St,1.0,Sidewalk: Curb side : Cutout,Private,2002-09-05,,,37.3698387006153,-122.22180577500954
84796,Permitted Site,Lophostemon confertus :: Brisbane Box,310 Townsend St,5.0,Sidewalk: Curb side : Cutout,Private,2007-03-13,,,37.27325837526662,-122.61499552324094
87956,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,3250 Broderick St,2.0,Sidewalk: Curb side : Cutout,Private,2008-06-19,,3x3,37.446624886147866,-122.99342524957564
108508,Permitted Site,Leptospermum scoparium 'Ruby Glow' :: New Zealand Ruby Glow Tea Tree,1617 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2014-12-23,3.0,3x3,37.97766237928546,-122.14810044046027
84647,DPW Maintained,Maytenus boaria :: Mayten,634 27th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2008-01-11,5.0,3x3,37.60237491481223,-122.08498622428942
33878,Permitted Site,Lophostemon confertus :: Brisbane Box,100 Bush St,7.0,Sidewalk: Curb side : Cutout,Private,1997-03-03,,,37.18658085700922,-122.0828945210542
48693,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,722 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,2003-08-25,4.0,3x3,37.75712678777978,-122.55807858628572
27476,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,4651 California St,1.0,Sidewalk: Curb side : Cutout,DPW,2001-01-26,8.0,3X3,37.026432376461166,-122.24177874690224
87568,Permitted Site,Ginkgo biloba 'Princeton Sentry' :: Princeton Sentry Maidenhair,1590X Vallejo St,4.0,Sidewalk: Curb side : Cutout,Private,2012-08-07,24.0,3x3,37.30193065342667,-122.86405096526838
66093,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1052 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,1990-08-08,16.0,,37.858588835287684,-122.20996493124488
159345,DPW Maintained,Lagunaria patersonii :: Primrose Tree,461 Ellington Ave,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-05,3.0,Width 0ft,37.37706025155841,-122.70905671635784
98410,Permitted Site,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,55 19th Ave,2.0,Sidewalk: Curb side :,Private,2012-02-09,,,37.20056149868139,-122.06662664647615
42605,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2531 Gough St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-26,6.0,,37.51341327384467,-122.51261888695858
66300,Permitted Site,Olea europaea :: Olive Tree,602 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,1995-08-26,,,37.172802683772495,-122.44379811280596
25796,Permitted Site,Phoenix canariensis :: Canary Island Date Palm,800X The Embarcadero,10.0,Median : Cutout,Port,1996-08-30,36.0,10,37.757580707102484,-122.17542793615299
50298,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2909 24th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2004-01-28,6.0,,37.50176856666095,-122.34363837825165
51955,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,1019 Portola Dr,1.0,Sidewalk: Curb side : Cutout,Private,2005-08-08,,,37.41755328458608,-122.80107175786176
62279,Permitted Site,Maytenus boaria :: Mayten,402 Haight St,1.0,Sidewalk: Curb side : Cutout,Private,1985-10-09,,,37.723288545939425,-122.94249572030665
103791,Permitted Site,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1214 Polk St,1.0,Sidewalk: Curb side : Cutout,Private,2009-11-01,3.0,3x3,37.5057573612491,-122.31297303743791
62910,Permitted Site,Prunus serrulata :: Ornamental Cherry,417 Cortland Ave,1.0,Sidewalk: Curb side : Cutout,Private,1986-08-05,,,37.57374402697457,-122.98079086893662
86117,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2478 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-01-17,3.0,3x3,37.763134315878,-122.21103465721076
46894,Permitted Site,Magnolia grandiflora :: Southern Magnolia,1445 11th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2006-03-11,,,37.061125633742876,-122.27273799964499
94098,DPW Maintained,Lagunaria patersonii :: Primrose Tree,7 Colby St,1.0,Sidewalk: Curb side : Cutout,Private,2010-06-03,4.0,,37.537331463706515,-122.40904124126448
41624,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2285 Jerrold Ave,3.0,Sidewalk: Curb side : Cutout,Private,2002-09-28,5.0,,37.409942294984944,-122.75682513846567
32722,Permitted Site,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,644 Hyde St,3.0,Sidewalk: Curb side : Cutout,Private,2011-11-30,3.0,3x3,37.40946339596205,-122.86009652187802
42728,DPW Maintained,Pittosporum undulatum :: Victorian Box,1790 Yosemite Ave,5.0,Sidewalk: Curb side : Cutout,Private,2000-06-26,9.0,,37.92282511587696,-122.40800311634604
65181,DPW Maintained,Brugmansia spp :: Angel trumpet,1354 Green St,1.0,Sidewalk: Curb side : Cutout,Private,1993-12-29,10.0,,37.89900500994899,-122.62357286555927
42181,DPW Maintained,Acer rubrum :: Red Maple,649 Bryant St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-21,4.0,,37.1607429830102,-122.47629460702586
50780,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2257 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,2004-02-25,3.0,3x3,37.2314256435581,-122.40994548481041
24828,Permitted Site,Casurina stricta :: Beefwood: Drooping She-Oak,200X Alemany Blvd,6.0,Sidewalk: Curb side : Cutout,Dept of Real Estate,1996-01-12,18.0,3X3,37.096394064051324,-122.21632539330213
64793,Permitted Site,Lophostemon confertus :: Brisbane Box,124 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,1989-01-11,,,37.24305102671194,-122.92946444655105
60888,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,874 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,1983-06-11,,,37.50278865349297,-122.2663559520334
32421,DPW Maintained,Ceratonia siliqua :: Carob,400 Sussex St,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-08,12.0,,37.82246743141951,-122.09301244875293
90390,Permitted Site,Pyrus kawakamii :: Evergreen Pear,68 12th St,2.0,Sidewalk: Curb side : Cutout,Private,2008-02-21,3.0,3x3,37.88983131615684,-122.45184273638804
30988,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2027 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,1995-03-13,7.0,,37.4711452046575,-122.95468913452773
51254,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,258 Maynard St,1.0,Sidewalk: Curb side : Cutout,Private,2008-05-30,5.0,3x3,37.028780041443206,-122.78632155436406
221466,DPW Maintained,Acacia stenophylla :: Shoestring Acacia,300x Guerrero St,11.0,Median : Cutout,DPW,2015-06-19,2.0,Width 3ft,37.87845038310993,-122.10283610097312
49713,Permitted Site,Pyrus calleryana :: Ornamental Pear,20 Arco Way,1.0,Sidewalk: Curb side : Cutout,Private,2003-06-03,,,37.08071842696195,-122.13167036370909
112887,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,738 09th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2015-08-26,,,37.93809284509595,-122.79342648758242
57111,Permitted Site,Pyrus calleryana :: Ornamental Pear,1378 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,2016-08-09,3.0,,37.6278040742249,-122.97746767596256
59014,Permitted Site,Melaleuca ericifolia :: Heath Melaleuca,3758 20th St,1.0,Sidewalk: Curb side : Cutout,Private,1998-03-23,,,37.47741258358553,-122.39024841171094
60302,Permitted Site,Lophostemon confertus :: Brisbane Box,1200 Irving St,1.0,Sidewalk: Curb side : Cutout,Private,1982-10-05,,3x3,37.532824737400894,-122.29427539063296
56857,DPW Maintained,Maytenus boaria :: Mayten,2600 Noriega St,1.0,Sidewalk: Curb side : Cutout,Private,1986-02-04,6.0,,37.87794025800122,-122.41266885708066
41011,Permitted Site,Melaleuca quinquenervia :: Cajeput,1200 Illinois St,3.0,Sidewalk: Curb side : Cutout,Private,1999-10-19,,,37.58444607151158,-122.15051087698106
61802,Permitted Site,Maytenus boaria :: Mayten,527 Waller St,1.0,Sidewalk: Curb side : Cutout,Private,1985-05-25,,,37.507805953308406,-122.68834718443642
